,id,title,body,tags,answers,score
10,30579950,Grouping by 30 minutes space in Pandas,"<p>I have a sequence of one month of data and I wanted the average value at <code>00:00, 00:30, 01:00, ...23:30</code> for the whole month. If this were in an hourly basis I could simply do</p>

<pre><code>df.groupby(df.index.hour).mean()
</code></pre>

<p>but I have no idea how to do this for a 30 min period. I have tried random things like </p>

<pre><code>df.groupby(df.index.hour*df.index.minute).mean()
</code></pre>

<p>but none of them has worked. Can this be done in Pandas?</p>

<p>Thank you.</p>

<p><em>EDIT</em>
Sample data:</p>

<pre><code>2015-06-01 00:00:00     4.474450  137.007017
2015-06-01 00:30:00     5.661688  138.342549
2015-06-01 01:00:00     6.142984  139.469381
2015-06-01 01:30:00     6.245277  140.780341
2015-06-01 02:00:00     6.368909  141.464176
2015-06-01 02:30:00     6.535648  143.121590
...                          ...         ...
2015-06-04 21:30:00     6.380301  123.523559
2015-06-04 22:00:00     6.118872  124.649216
2015-06-04 22:30:00     6.554864  127.671638
2015-06-04 23:00:00     7.628708  129.960442
2015-06-04 23:30:00     8.082754  132.294248
2015-06-04 00:00:00     7.768733  132.960135
</code></pre>

<p>Note that the the data spans more than a day, but I am looking for the result in as a <code>24*2</code> length array. Since the <code>00:30</code> data will be the average of the data for all the days in that time and so on.</p>",python|pandas,"<p>Dataframe has a built in method for this called resample just do...</p>

<pre><code>df.resample('30Min',how='mean')
</code></pre>

<p>actually 'how' defaults to mean so you can shorten it to </p>

<pre><code>df.resample('30Min')
</code></pre>",-1
11,20952418,Using python generators in scikit-learn,"<p>I was wondering whether and how it is possible to use a python generator as data input to scikit-learn classifier's .fit() functions? Due to huge amounts of data, this seems to make sense to me. </p>

<p>In particular I am about to implement a random forest approach.</p>

<p>Regards
K</p>",python|generator|scikit-learn|random-forest,"<p>The short answer is ""No, you can't"". Classical Random Forest classifier is not an incremental or online classifier, so you can't discard training data while learning, and have to provide all the dataset at once. </p>

<p>Due to popularity of RF in machine learning (not least because of the good prediction results for some interesting cases), there are some attempts to implement online variation of Random Forest, but to my knowledge those are not yet implemented in any python ML package. </p>

<p>See <a href=""http://www.ymer.org/amir/software/online-random-forests/"" rel=""nofollow"">Amir Saffari's page</a> for such an approach (not Python).</p>",1
12,20952418,Using python generators in scikit-learn,"<p>I was wondering whether and how it is possible to use a python generator as data input to scikit-learn classifier's .fit() functions? Due to huge amounts of data, this seems to make sense to me. </p>

<p>In particular I am about to implement a random forest approach.</p>

<p>Regards
K</p>",python|generator|scikit-learn|random-forest,"<p>The answer is ""no"". To do out of core learning with random forests, you should</p>

<ol>
<li>Split your data into reasonably-sized batches (restricted by the amount of RAM you have; bigger is better);</li>
<li>train separate random forests;</li>
<li><p>append all the underlying trees together in the <code>estimators_</code> member of one of the trees (untested):</p>

<pre><code>for i in xrange(1, len(forests)):
    forests[0].estimators_.extend(forests[i].estimators_)`
</code></pre></li>
</ol>

<p>(Yes, this is hacky, but no solution to this problem has been found yet. Note that with very large datasets, it might pay to just sample a number training examples that fits in the RAM of a big machine instead of training on all of it. Another option is to switch to linear models with SGD, those implement a <code>partial_fit</code> method, but obviously they're limited in the kind of functions they can learn.)</p>",9
13,38701275,Insert Ordered Dict values while using MySQL INSERT INTO,"<p>I encounter this error when I'm trying to insert some values into a table.
Here's my code:</p>

<pre><code>def tsx_insert(self, d_list):

for item in d_list:

    query = """""" INSERT IGNORE INTO tsx_first_insert(protocollo,procedura,oggetto,priorita,
                                                    tipo_richiesta,sottotipo_richiesta,emergenza,
                                                    richiesta,uo_richiedente,autore,scadenza_sla)
                VALUES(%(protocollo)s,%(procedura)s,%(oggetto)s,%(priorita)s,%(tipo_richiesta)s,
                       %(sottotipo_richiesta)s,%(emergenza)s,%(richiesta)s,%(uo_richiedente)s,
                       %(autore)s,%(scadenza_sla)s)""""""

    values = item.values()

    self.exec_query(query,values)
</code></pre>

<p>And here 'exec_query' function:</p>

<pre><code>def exec_query(self, query, params):
    try:
        if self.connected is None:
            self.connect()

        self.cursor = self.connected.cursor()
        self.cursor.connection.autocommit(True)
        self.cursor.execute(query)

        if self.cursor.description:
            self.description = [d[0] for d in self.cursor.description]

        self.rows = self.cursor.rowcount
        self.sql_result = self.cursor.fetchall()
    except MySQLdb.Error, e:
        logging.error('Error {0}: {1}'.format(e.args[0], e.args[1]))
    finally:
        self.cursor.close()
</code></pre>

<p>The error is: ""Error 1064: You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near '%(protocollo)s,%(procedura)s,%(oggetto)s,%(priorita)s,%(tipo_richiesta)s,
      ' at line 4""</p>

<p>I can't figure out what is the problem. Thank you in advance for your help.</p>",python|mysql|mysql-python|mysql-error-1064,"<p>You forgot to mention your <code>params</code> dictionary in your <code>self.cursor.execute()</code> method call, so the parameter strings were left in place rather than substituted.</p>

<p>Try</p>

<pre><code>   self.cursor.execute(query, params) 
</code></pre>",1
14,38523303,How to reload a Flask app each time it's accessed,"<p>I have a flask app that is accessed using the <code>/get_data</code> endpoint and providing a number as an id (<code>127.0.0.1:55555/get_data=56</code>)    </p>

<pre><code>@app.route('/get_data=&lt;id&gt;') 
def get_vod_tree(id):
    ...
    return render_template('index.html') 
</code></pre>

<p>It invokes a function that fetches some data under that id and creates one json file [static/data.json] with the collected data and then returns render_template('index.html').</p>

<p>In the index.html there is a call to ../static/data_tree.js which in turn reads the json file and outputs a visualization in the browser using d3.js.</p>

<p>When the app runs, I get the same output on the browser even when I use a different id and the json file changes. It only works if I reload the app and then access the url.</p>

<p><strong>My question is:</strong> 
How can I make sure that multiple users get the different outputs according to the id or how can I reload the app when I hit the endpoint.</p>

<p>Afterthought: If multiple users are using the app then there is only one file created each time</p>",python|d3.js|flask,"<p>Thanks for the answers. It helped getting to the bottom of this. It works now like this:</p>

<pre><code>@app.after_request
def apply_caching(response):
    response.headers['Cache-Control'] = 'no-cache, no-store, must-revalidate'
    return response
</code></pre>

<p>So by disabling the cache the application can treat each request as unique.</p>",4
15,38523303,How to reload a Flask app each time it's accessed,"<p>I have a flask app that is accessed using the <code>/get_data</code> endpoint and providing a number as an id (<code>127.0.0.1:55555/get_data=56</code>)    </p>

<pre><code>@app.route('/get_data=&lt;id&gt;') 
def get_vod_tree(id):
    ...
    return render_template('index.html') 
</code></pre>

<p>It invokes a function that fetches some data under that id and creates one json file [static/data.json] with the collected data and then returns render_template('index.html').</p>

<p>In the index.html there is a call to ../static/data_tree.js which in turn reads the json file and outputs a visualization in the browser using d3.js.</p>

<p>When the app runs, I get the same output on the browser even when I use a different id and the json file changes. It only works if I reload the app and then access the url.</p>

<p><strong>My question is:</strong> 
How can I make sure that multiple users get the different outputs according to the id or how can I reload the app when I hit the endpoint.</p>

<p>Afterthought: If multiple users are using the app then there is only one file created each time</p>",python|d3.js|flask,"<p>If you set <code>app.run(debug=True)</code> in your test/dev environment, it will automatically reload your Flask app every time a code change happens.</p>
<p>To reload the application when a static file changes, use the <code>extra_files</code> parameter. See <a href=""https://werkzeug.palletsprojects.com/en/master/serving/"" rel=""nofollow noreferrer"">here</a>.</p>
<p>Example code:</p>
<pre><code>extra_dirs = ['directory/to/watch',]
extra_files = extra_dirs[:]
for extra_dir in extra_dirs:
    for dirname, dirs, files in os.walk(extra_dir):
        for filename in files:
            filename = path.join(dirname, filename)
            if path.isfile(filename):
                extra_files.append(filename)
app.run(extra_files=extra_files)
</code></pre>
<p><a href=""https://stackoverflow.com/a/9511655/4675937"">Source</a></p>",-1
16,38710061,Storing list in a pandas DataFrame column,"<p>I am trying to do some text processing using NLTK and Pandas. </p>

<p>I have DataFrame with column 'text'. I want to add column 'text_tokenized' that will be stored as a nested list.</p>

<p>My code for tokenizing text is: </p>

<pre><code>def sent_word_tokenize(text):
    text = unicode(text, errors='replace')
    sents = sent_tokenize(text)
    tokens = map(word_tokenize, sents)

    return tokens
</code></pre>

<p>Currently, I am trying to apply this function as following:</p>

<pre><code>df['text_tokenized'] = df.apply(lambda row: sent_word_tokenize(row.text), axis=1)
</code></pre>

<p>Which gives me error:</p>

<pre><code>ValueError: Shape of passed values is (100, 3), indices imply (100, 21)
</code></pre>

<p>Not sure how to fix it and what is wrong here.</p>",python|pandas|dataframe|nlp|nltk,"<p>Solved my own question by using different axis:</p>

<p>Instead of:</p>

<pre><code>df['text_tokenized'] = df.apply(lambda row: sent_word_tokenize(row.text), axis=1)
</code></pre>

<p>I used:</p>

<pre><code>df['text_tokenized'] = df.text.apply(lambda text: sent_word_tokenize(text))
</code></pre>

<p>Although I am not sure why it works and I really appreciate if somebody could explain it to me. </p>",2
17,38520750,Writing a custom management command with a string argument,"<p>I know I can add arguments with the add_arguments method like this:</p>

<pre><code>class Command(BaseCommand):
    def add_arguments(self, parser):
        parser.add_argument('--debug', action='store_true', dest='debug', default=False, help='print debug statements')
</code></pre>

<p>Is it possible to add an argument wich has a String as type?
My use case is to add a path to a file.</p>",django|python-3.x,"<p>You can use <code><a href=""https://docs.python.org/3/library/argparse.html#argparse.FileType"" rel=""nofollow"">FileType</a></code></p>

<pre><code>parser.add_argument(""-f"", type=argparse.FileType(), required=True)
</code></pre>",0
18,38363474,Django Models not showing in Admin.py,"<p>I have looked through the other answers extensively, but I just know this is going to turn out to be a silly oversight on my part.</p>

<p>I am a noob on an AWS Bitnami stack. Just trying to make  of simple model show up in my admin.</p>

<p>Models.py:</p>

<pre><code>    from __future__ import unicode_literals

from django.db import models
from django.utils.encoding import python_2_unicode_compatible
# Create your models here.



# Scrollbar ######################################################
@python_2_unicode_compatible
class Marquee(models.Model):
    scrollbar_content = models.CharField(max_length = 2000)

    def __str__(self):
        return self.scrollbar_content
</code></pre>

<p>admin.py:</p>

<pre><code>from django.contrib import admin

# Register your models here.
from .models import Marquee

admin.site.register(Marquee)
</code></pre>

<p>autodiscover() is in urls.py file</p>

<p>my app name is under INSTALLED APPS in settings.py:</p>

<pre><code>INSTALLED_APPS = [
    'django.contrib.admin',
    'django.contrib.auth',
    'django.contrib.contenttypes',
    'django.contrib.sessions',
    'django.contrib.messages',
    'django.contrib.staticfiles',
    'movierec',

]
</code></pre>

<p>My PostgreSQL database is working and I have checked it through the Django shell.</p>

<p>Again, I'm sure I've overlooked something foolish. I hope not to waste your time.</p>

<p>Python 2.7 Django 1.9.7
AWS Bitnami stack</p>

<p>Thank you for your patience.</p>",python|django|amazon-ec2|bitnami,"<p>Sorry for the trouble.</p>

<p>I forgot to reload / restart apache and my changes weren't showing up. </p>

<p>Thank you everyone for your help!</p>",0
19,60199004,How does % find the index which to split an array in python,"<p>So I am working on a codility training and working on the CyclicRotation where you rotate an array a given number of steps. I have found several solutions and the one that looks the best does not really make sense to me. </p>

<p>So the solution is:</p>

<pre><code>def solution(A, K):
    if not A:
        return A
    if K == 0:
        return A
    K = -K % len(A)
    print(K)
    print(A)
    print(A[K:])
    print(A[:K])
    return A[K:] + A[:K]
</code></pre>

<p>So I get the splitting of the array by K as this will give you how many should move. But i don't get how to get K. Why do you take the -K and then % by len of the Array? That part does not make sense to me. </p>",python,"<p>Imagine repeating your array infinitely in both directions. So, for example, if you have</p>

<p><code>A = [0,1,2]</code></p>

<p>imagine </p>

<p><code>[...,0,1,2,0,1,2,0,1,2,...]</code></p>

<p>Say we want to circular shift <code>A</code> to the right by <code>1</code>. Our array <code>A</code> should go from <code>[0,1,2]</code> to <code>[2,0,1]</code>. The last element should become the <code>0</code>'th, and every other element should advance by 1 position. In terms of <code>solution</code>, we want <code>solution(A,1)</code>.</p>

<p>One way to think of this is that instead of starting our array at index <code>0</code> (the middle <code>0</code> value) in our infinitely-repeated array and taking the next <code>3</code> values, we can start at index <code>-1</code> and take the next <code>3</code> values. Then, instead of having <code>[0,1,2]</code>, we'd have <code>[2,0,1]</code>. That's what we want. </p>

<p>Likewise, if we want to circular shift <code>A</code> to the left by <code>1</code> (which would be <code>solution(A,-1)</code>), we can start at index <code>1</code> and count <code>3</code> values from there instead. Note that if we want to shift right, we move our index left, and vice versa.</p>

<p>This process is exactly what <code>K = -K % len(A)</code> does. The <code>K = -K</code> part of it deals with the fact that if you're shifting right, you can do that by moving your index to the left along the infinite sequence. The <code>% len(A)</code> part of it essentially treats <code>A</code> as an infinite sequence.</p>",1
20,54202853,"""while"" not working inside ""for"" (completely ignored)","<p>Basically, when I enter the temperature and if the value was more 60 and less than 0, it should say that the code is invalid and please type it again, until it gets a value between 1 and 59. But for my code, the while loop is like completely ignored... Why is that?</p>

<pre><code># TASK 1:
midDayTemp = float()
midNightTemp = float()
midDayList = []
midNightList = []

for day in range (3):
    print (""Day:"", day + 1)
    midDayTemp = float(input(""Please enter your Mid-Day temperature\n""))


    while midDayTemp &gt;= 60 and midDayTemp &lt;= 0:
         midDayTemp = input(""Invalid, please re-enter your temperature\n"")

    midDayList.append(midDayTemp)

    midNightTemp = float(input(""Please enter your Mid-Night temperature\n""))


    while midNightTemp &gt;= 60 and midNightTemp &lt;= 0:
         midNightTemp = input(""Invalid, please re-enter your temperature\n"")

    midNightList.append(midNightTemp)
# TASK 2:
print(""Mid-Day readings are "",midDayList)
midDayAverage = sum(midDayList) / len(midDayList)
print (""The average is "", midDayAverage)
print(""Mid-Night readings are "",midNightList)
midNightAverage = sum(midNightList) / len(midNightList)
print (""The average is "", midNightAverage)


# TASK 3:
minValueMidDay = min(midDayList)
print (""The lowest temperature of the Mid-Day is"", minValueMidDay )
maxValueMidDay = max(midDayList)
print (""The highest temperature of the Mid-Day is"", maxValueMidDay )
minValueMidNight = min(midNightList)
print (""The lowest temperature of the Mid-Night is"", minValueMidNight )
maxValueMidNight = max(midNightList)
print (""The highest temperature of the Mid-Night is"", maxValueMidNight )

print (""Thank you for using my code!"")
</code></pre>

<p>Thank you</p>",python|for-loop|while-loop|for-in-loop,"<p>That is because there is no number that is both greater than or equal to 60 and smaller or equal to zero.</p>

<p>You must change the and for a or.</p>

<pre><code>while midDayTemp &gt;= 60 or midDayTemp &lt;= 0:
</code></pre>",2
21,54117786,Add numpy.get_include() argument to setuptools without preinstalled numpy,"<p>I am currently developing a python package that uses <code>cython</code> and <code>numpy</code> and I want the package to be installable using the <code>pip install</code> command from a clean python installation. All dependencies should be installed automatically. I am using <code>setuptools</code> with the following <code>setup.py</code>:</p>

<pre><code>import setuptools

my_c_lib_ext = setuptools.Extension(
    name=""my_c_lib"",
    sources=[""my_c_lib/some_file.pyx""]
)

setuptools.setup(
    name=""my_lib"",
    version=""0.0.1"",
    author=""Me"",
    author_email=""me@myself.com"",
    description=""Some python library"",
    packages=[""my_lib""],
    ext_modules=[my_c_lib_ext],
    setup_requires=[""cython &gt;= 0.29""],
    install_requires=[""numpy &gt;= 1.15""],
    classifiers=[
        ""Programming Language :: Python :: 3"",
        ""Operating System :: OS Independent""
    ]
)
</code></pre>

<p>This has worked great so far. The <code>pip install</code> command downloads <code>cython</code> for the build and is able to build my package and install it together with <code>numpy</code>.</p>

<p>Now I want to improve the performance of my <code>cython</code> code, which leads to some changes in my <code>setup.py</code>. I need to add <code>include_dirs=[numpy.get_include()]</code> to either the call of <code>setuptools.Extension(...)</code> or <code>setuptools.setup(...)</code> which means that I also need to <code>import numpy</code>. (See <a href=""http://docs.cython.org/en/latest/src/tutorial/numpy.html"" rel=""noreferrer"">http://docs.cython.org/en/latest/src/tutorial/numpy.html</a> and <a href=""https://stackoverflow.com/questions/2379898/make-distutils-look-for-numpy-header-files-in-the-correct-place"">Make distutils look for numpy header files in the correct place</a> for rationals.)</p>

<p>This is bad. Now the user cannot call <code>pip install</code> from a clean environment, because <code>import numpy</code> will fail. The user needs to <code>pip install numpy</code> before installing my library. Even if I move <code>""numpy &gt;= 1.15""</code> from <code>install_requires</code> to <code>setup_requires</code> the installation fails, because the <code>import numpy</code> is evaluated earlier.</p>

<p>Is there a way to evaluate the <code>include_dirs</code> at a later point of the installation, for example, after the dependencies from <code>setup_requires</code> or <code>install_requires</code> have been resolved? I really like to have all dependencies resolved automatically and I dont want the user to type multiple <code>pip install</code> commands.</p>

<p>The following snippet works, but it is not officially supported because it uses an undocumented (and private) method:</p>

<pre><code>class NumpyExtension(setuptools.Extension):
    # setuptools calls this function after installing dependencies
    def _convert_pyx_sources_to_lang(self):
        import numpy
        self.include_dirs.append(numpy.get_include())
        super()._convert_pyx_sources_to_lang()

my_c_lib_ext = NumpyExtension(
    name=""my_c_lib"",
    sources=[""my_c_lib/some_file.pyx""]
)
</code></pre>

<p>The article <a href=""https://stackoverflow.com/questions/19919905/how-to-bootstrap-numpy-installation-in-setup-py"">How to Bootstrap numpy installation in setup.py</a> proposes using a <code>cmdclass</code> with custom <code>build_ext</code> class. Unfortunately, this breaks the build of the <code>cython</code> extension because <code>cython</code> also customizes <code>build_ext</code>.</p>",python-3.x|numpy|cython|setuptools,"<p>One (hacky) suggestion would be using the fact that <code>extension.include_dirs</code> is first requested in <code>build_ext</code>, which is called after the setup dependencies are downloaded.</p>

<pre><code>class MyExt(setuptools.Extension):
    def __init__(self, *args, **kwargs):
        self.__include_dirs = []
        super().__init__(*args, **kwargs)

    @property
    def include_dirs(self):
        import numpy
        return self.__include_dirs + [numpy.get_include()]

    @include_dirs.setter
    def include_dirs(self, dirs):
        self.__include_dirs = dirs


my_c_lib_ext = MyExt(
    name=""my_c_lib"",
    sources=[""my_c_lib/some_file.pyx""]
)

setup(
    ...,
    setup_requires=['cython', 'numpy'],
)
</code></pre>

<hr>

<h3>Update</h3>

<p>Another (less, but I guess still pretty hacky) solution would be overriding <code>build</code> instead of <code>build_ext</code>, since we know that <code>build_ext</code> is a subcommand of <code>build</code> and will always be invoked by <code>build</code> on installation. This way, we don't have to touch <code>build_ext</code> and leave it to Cython. This will also work when invoking <code>build_ext</code> directly (e.g., via <code>python setup.py build_ext</code> to rebuild the extensions inplace while developing) because <a href=""https://github.com/python/cpython/blob/master/Lib/distutils/command/build_ext.py#L133"" rel=""nofollow noreferrer""><code>build_ext</code> ensures all options of <code>build</code> are initialized</a>, and by coincidence, <a href=""https://github.com/python/cpython/blob/master/Lib/distutils/cmd.py#L287"" rel=""nofollow noreferrer""><code>Command.set_undefined_options</code> first ensures the command has finalized</a> (I know, <code>distutils</code> is a mess).</p>

<p>Of course, now we're misusing <code>build</code> - it runs code that belongs to <code>build_ext</code> finalization. However, I'd still probably go with this solution rather than with the first one, ensuring the relevant piece of code is properly documented.</p>

<pre><code>import setuptools
from distutils.command.build import build as build_orig


class build(build_orig):

    def finalize_options(self):
        super().finalize_options()
        # I stole this line from ead's answer:
        __builtins__.__NUMPY_SETUP__ = False
        import numpy
        # or just modify my_c_lib_ext directly here, ext_modules should contain a reference anyway
        extension = next(m for m in self.distribution.ext_modules if m == my_c_lib_ext)
        extension.include_dirs.append(numpy.get_include())


my_c_lib_ext = setuptools.Extension(
    name=""my_c_lib"",
    sources=[""my_c_lib/some_file.pyx""]
)

setuptools.setup(
    ...,
    ext_modules=[my_c_lib_ext],
    cmdclass={'build': build},
    ...
)
</code></pre>",3
22,54117786,Add numpy.get_include() argument to setuptools without preinstalled numpy,"<p>I am currently developing a python package that uses <code>cython</code> and <code>numpy</code> and I want the package to be installable using the <code>pip install</code> command from a clean python installation. All dependencies should be installed automatically. I am using <code>setuptools</code> with the following <code>setup.py</code>:</p>

<pre><code>import setuptools

my_c_lib_ext = setuptools.Extension(
    name=""my_c_lib"",
    sources=[""my_c_lib/some_file.pyx""]
)

setuptools.setup(
    name=""my_lib"",
    version=""0.0.1"",
    author=""Me"",
    author_email=""me@myself.com"",
    description=""Some python library"",
    packages=[""my_lib""],
    ext_modules=[my_c_lib_ext],
    setup_requires=[""cython &gt;= 0.29""],
    install_requires=[""numpy &gt;= 1.15""],
    classifiers=[
        ""Programming Language :: Python :: 3"",
        ""Operating System :: OS Independent""
    ]
)
</code></pre>

<p>This has worked great so far. The <code>pip install</code> command downloads <code>cython</code> for the build and is able to build my package and install it together with <code>numpy</code>.</p>

<p>Now I want to improve the performance of my <code>cython</code> code, which leads to some changes in my <code>setup.py</code>. I need to add <code>include_dirs=[numpy.get_include()]</code> to either the call of <code>setuptools.Extension(...)</code> or <code>setuptools.setup(...)</code> which means that I also need to <code>import numpy</code>. (See <a href=""http://docs.cython.org/en/latest/src/tutorial/numpy.html"" rel=""noreferrer"">http://docs.cython.org/en/latest/src/tutorial/numpy.html</a> and <a href=""https://stackoverflow.com/questions/2379898/make-distutils-look-for-numpy-header-files-in-the-correct-place"">Make distutils look for numpy header files in the correct place</a> for rationals.)</p>

<p>This is bad. Now the user cannot call <code>pip install</code> from a clean environment, because <code>import numpy</code> will fail. The user needs to <code>pip install numpy</code> before installing my library. Even if I move <code>""numpy &gt;= 1.15""</code> from <code>install_requires</code> to <code>setup_requires</code> the installation fails, because the <code>import numpy</code> is evaluated earlier.</p>

<p>Is there a way to evaluate the <code>include_dirs</code> at a later point of the installation, for example, after the dependencies from <code>setup_requires</code> or <code>install_requires</code> have been resolved? I really like to have all dependencies resolved automatically and I dont want the user to type multiple <code>pip install</code> commands.</p>

<p>The following snippet works, but it is not officially supported because it uses an undocumented (and private) method:</p>

<pre><code>class NumpyExtension(setuptools.Extension):
    # setuptools calls this function after installing dependencies
    def _convert_pyx_sources_to_lang(self):
        import numpy
        self.include_dirs.append(numpy.get_include())
        super()._convert_pyx_sources_to_lang()

my_c_lib_ext = NumpyExtension(
    name=""my_c_lib"",
    sources=[""my_c_lib/some_file.pyx""]
)
</code></pre>

<p>The article <a href=""https://stackoverflow.com/questions/19919905/how-to-bootstrap-numpy-installation-in-setup-py"">How to Bootstrap numpy installation in setup.py</a> proposes using a <code>cmdclass</code> with custom <code>build_ext</code> class. Unfortunately, this breaks the build of the <code>cython</code> extension because <code>cython</code> also customizes <code>build_ext</code>.</p>",python-3.x|numpy|cython|setuptools,"<p>First question, when is <code>numpy</code> needed? It is needed during the setup (i.e. when <code>build_ext</code>-funcionality is called) and in the installation, when the module is used. That means <code>numpy</code> should be in <code>setup_requires</code> <strong>and</strong> in <code>install_requires</code>.</p>
<p>There are following alternatives to solve the issue for the setup:</p>
<ol>
<li>using PEP <a href=""https://www.python.org/dev/peps/pep-0517/"" rel=""noreferrer"">517</a>/<a href=""https://www.python.org/dev/peps/pep-0518/"" rel=""noreferrer"">518</a> (which is more straight forward IMO)</li>
<li>using <code>setup_requires</code>-argument of <code>setup</code> and postponing  import of <code>numpy</code> until setup's requirements are satisfied (which is not the case at the start of <code>setup.py</code>'s execution)</li>
</ol>
<hr />
<h2><strong>PEP 517/518-solution:</strong></h2>
<p>Put next to <code>setup.py</code> a <code>pyproject.toml</code>-file , with the following content:</p>
<pre><code>[build-system]
requires = [&quot;setuptools&quot;, &quot;wheel&quot;, &quot;Cython&gt;=0.29&quot;, &quot;numpy &gt;= 1.15&quot;]
</code></pre>
<p>which defines packages needed for building, and then install using <code>pip install .</code> in the folder with <code>setup.py</code>. A disadvantage of this method is that <code>python setup.py install</code> no longer works, as it is <code>pip</code> that reads <code>pyproject.toml</code>. However, I would use this approach whenever possible.</p>
<hr />
<h2><strong>Posponing import</strong></h2>
<p>This approach is more complicated and somewhat hacky, but works also without <code>pip</code>.</p>
<p>First, let's take a look at unsuccessful tries so far:</p>
<p><strong>pybind11-trick</strong>
@chrisb's &quot;pybind11&quot;-trick, which can be found <a href=""https://github.com/pybind/python_example/blob/2ed5a68759cd6ff5d2e5992a91f08616ef457b5c/setup.py#L9"" rel=""noreferrer"">here</a>: With help of an indirection, one delays the call to <code>import numpy</code> until numpy is present during the setup-phase, i.e.:</p>
<pre><code>class get_numpy_include(object):

    def __str__(self):
        import numpy
        return numpy.get_include()
...
my_c_lib_ext = setuptools.Extension(
    ...
    include_dirs=[get_numpy_include()]
)
</code></pre>
<p>Clever! The problem: it doesn't work with the Cython-compiler: somewhere down the line, Cython passes the <code>get_numpy_include</code>-object to <code>os.path.join(...,...)</code> which checks whether the argument is really a string, which it obviously isn't.</p>
<p>This could be fixed by inheriting from <code>str</code>, but the above shows the dangers of the approach in the long run - it doesn't use the designed mechanics, is brittle and may easily fail in the future.</p>
<p><strong>the classical <a href=""https://stackoverflow.com/a/21621689/5769463""><code>build_ext</code>-solution</a></strong></p>
<p>Which looks as following:</p>
<pre><code>...
from setuptools.command.build_ext import build_ext as _build_ext

class build_ext(_build_ext):
    def finalize_options(self):
        _build_ext.finalize_options(self)
        # Prevent numpy from thinking it is still in its setup process:
        __builtins__.__NUMPY_SETUP__ = False
        import numpy
        self.include_dirs.append(numpy.get_include())

setupttools.setup(
    ...
    cmdclass={'build_ext':build_ext},
    ...
)
</code></pre>
<p>Yet also this solution doesn't work with cython-extensions, because <code>pyx</code>-files don't get recognized.</p>
<p>The real question is, how did <code>pyx</code>-files get recognized in the first place? The answer is <a href=""https://github.com/pypa/setuptools/blob/a94ccbf404a79d56f9b171024dee361de9a948da/setuptools/command/build_ext.py#L15"" rel=""noreferrer"">this part</a> of <code>setuptools.command.build_ext</code>:</p>
<pre><code>...
try:
    # Attempt to use Cython for building extensions, if available
    from Cython.Distutils.build_ext import build_ext as _build_ext
    # Additionally, assert that the compiler module will load
    # also. Ref #1229.
    __import__('Cython.Compiler.Main')
except ImportError:
    _build_ext = _du_build_ext
...
</code></pre>
<p>That means <code>setuptools</code> tries to use the Cython's build_ext if possible, and because the import of the module is delayed until <code>build_ext</code> is called, it founds Cython present.</p>
<p>The situation is different when <code>setuptools.command.build_ext</code> is imported at the beginning of the <code>setup.py</code> - the Cython isn't yet present and a fall back without cython-functionality is used.</p>
<p><strong>mixing up pybind11-trick and classical solution</strong></p>
<p>So let's add an indirection, so we don't have to import <code>setuptools.command.build_ext</code> directly at the beginning of <code>setup.py</code>:</p>
<pre><code>....
# factory function
def my_build_ext(pars):
     # import delayed:
     from setuptools.command.build_ext import build_ext as _build_ext#
 
     # include_dirs adjusted: 
     class build_ext(_build_ext):
         def finalize_options(self):
             _build_ext.finalize_options(self)
             # Prevent numpy from thinking it is still in its setup process:
             __builtins__.__NUMPY_SETUP__ = False
             import numpy
             self.include_dirs.append(numpy.get_include())
     
    #object returned:
    return build_ext(pars)
...
setuptools.setup(
    ...
    cmdclass={'build_ext' : my_build_ext},
    ...
)
</code></pre>",13
